username,category,reserved_reason,reservation_policy,source_label,priority,is_active,requires_identity_verification
irelandhavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
irenesand,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
irenesandofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
irwinshire,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
irwinshireofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
isaksen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
isaksenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
iserlohn,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_de_DE,70,True,True
iserlohnofficial,city,Official city/community namespace variant.,claimable,faker_locale_de_DE,68,True,True
ishj,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
ishjofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
isokyro,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
isokyroofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
ispracentroeuratom,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_it_IT,70,True,True
ispracentroeuratomofficial,city,Official city/community namespace variant.,claimable,faker_locale_it_IT,68,True,True
izkovce,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
izkovceofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jablonica,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jablonicaofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jablonnenadorlici,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jablonnenadorliciofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jablonovnadturnou,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jablonovnadturnouofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jachymov,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jachymovofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jacksonborough,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jacksonboroughofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jacksonburgh,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jacksonburghofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jacksonhaven,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jacksonhavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jacksonmouth,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jacksonmouthofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jacksonville,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jacksonvilleofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jackstone,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jackstoneofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jacobland,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jacoblandofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jacobport,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jacobportofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jacobsen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jacobsenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jacques,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_CA,70,True,True
jacquesofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_CA,68,True,True
jacquesouest,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_CA,70,True,True
jacquesouestofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_CA,68,True,True
jacquet,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_FR,70,True,True
jacquetofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_FR,68,True,True
jadeshire,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jadeshireofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jaen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_es_ES,70,True,True
jaenofficial,city,Official city/community namespace variant.,claimable,faker_locale_es_ES,68,True,True
jakeburgh,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jakeburghofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jakobsen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jakobsenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jakusovce,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jakusovceofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jalandhar,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jalandharofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
jalgaon,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jalgaonofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
jalovec,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jalovecofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jamalpur,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jamalpurofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
jambi,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_id_ID,70,True,True
jambiofficial,city,Official city/community namespace variant.,claimable,faker_locale_id_ID,68,True,True
jamesborough,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jamesboroughofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jameshaven,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jameshavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jamesmouth,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jamesmouthofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jamesstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jamesstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jamesview,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jamesviewofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jamiesonburgh,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jamiesonburghofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jamiesontown,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jamiesontownofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jamieville,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jamievilleofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jamijarvi,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
jamijarviofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
jammu,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jammuofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
jamnagar,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jamnagarofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
jamnik,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jamnikofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jamsa,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
jamsaofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
jamshedpur,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jamshedpurofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
janakkala,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
janakkalaofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
janetberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
janetbergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
janov,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
janovce,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
janovceofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
janovofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
janstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
janstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jaredmouth,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jaredmouthofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jaredside,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jaredsideofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jarocin,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pl_PL,70,True,True
jarocinofficial,city,Official city/community namespace variant.,claimable,faker_locale_pl_PL,68,True,True
jaromericenadrokytnou,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jaromericenadrokytnouofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jarosaw,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pl_PL,70,True,True
jarosawofficial,city,Official city/community namespace variant.,claimable,faker_locale_pl_PL,68,True,True
jarvenpaa,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
jarvenpaaofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
jaslovskebohunice,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jaslovskebohuniceofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jaso,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pl_PL,70,True,True
jasonberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jasonbergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jasonchester,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jasonchesterofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jasonmouth,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jasonmouthofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jasonshire,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jasonshireofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jasonton,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jasontonofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jasoofficial,city,Official city/community namespace variant.,claimable,faker_locale_pl_PL,68,True,True
jasov,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jasovofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jastraba,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
jastrabaofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
jaunpur,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jaunpurofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
javornik,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
javornikofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jawor,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pl_PL,70,True,True
jaworofficial,city,Official city/community namespace variant.,claimable,faker_locale_pl_PL,68,True,True
jaworzno,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pl_PL,70,True,True
jaworznoofficial,city,Official city/community namespace variant.,claimable,faker_locale_pl_PL,68,True,True
jayapura,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_id_ID,70,True,True
jayapuraofficial,city,Official city/community namespace variant.,claimable,faker_locale_id_ID,68,True,True
jeansurmer,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_CA,70,True,True
jeansurmerofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_CA,68,True,True
jeanville,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_FR,70,True,True
jeanvilleofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_FR,68,True,True
jeffreyburn,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jeffreyburnofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jeffreyfort,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jeffreyfortofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jeffreyfurt,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jeffreyfurtofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jeffreystad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jeffreystadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jeffreytown,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jeffreytownofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jeffreyville,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jeffreyvilleofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jehanabad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jehanabadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
jelsi,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_it_IT,70,True,True
jelsiofficial,city,Official city/community namespace variant.,claimable,faker_locale_it_IT,68,True,True
jemmaberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jemmabergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jemnice,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jemniceofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jenkinsberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jenkinsbergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jenkinsflats,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jenkinsflatsofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jennaton,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jennatonofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jenniferbury,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jenniferburyofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jenniferhill,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jenniferhillofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jenniferland,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jenniferlandofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jenniferport,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jenniferportofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jenniferstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jenniferstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jennifertown,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jennifertownofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jenniferview,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jenniferviewofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jenningsborough,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jenningsboroughofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jennyhamn,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jennyhamnofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jensborg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jensborgofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jensen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jensenneath,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jensenneathofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jensenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jensmark,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jensmarkofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jenssen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
jenssenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
jeremybury,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jeremyburyofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jeremyhaven,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jeremyhavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jeremyville,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jeremyvilleofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jermaineton,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jermainetonofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jeromeburgh,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jeromeburghofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jeseniceokresrakovnik,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jeseniceokresrakovnikofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jesseshire,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jesseshireofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jessestad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jessestadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jessicaberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jessicabergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jessicaburgh,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jessicaburghofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
jessicafort,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jessicafortofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jessicahaven,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jessicahavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jessicamouth,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
jessicamouthofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
jessicaton,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jessicatonofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jesus,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pt_BR,70,True,True
jesusdamata,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pt_BR,70,True,True
jesusdamataofficial,city,Official city/community namespace variant.,claimable,faker_locale_pt_BR,68,True,True
jesusdejesus,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pt_BR,70,True,True
jesusdejesusofficial,city,Official city/community namespace variant.,claimable,faker_locale_pt_BR,68,True,True
jesusdeminas,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pt_BR,70,True,True
jesusdeminasofficial,city,Official city/community namespace variant.,claimable,faker_locale_pt_BR,68,True,True
jesusofficial,city,Official city/community namespace variant.,claimable,faker_locale_pt_BR,68,True,True
jevisovice,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jevisoviceofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jgerspris,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_da_DK,70,True,True
jgersprisofficial,city,Official city/community namespace variant.,claimable,faker_locale_da_DK,68,True,True
jibou,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_ro_RO,70,True,True
jibouofficial,city,Official city/community namespace variant.,claimable,faker_locale_ro_RO,68,True,True
jihlava,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jihlavaofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jilava,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_ro_RO,70,True,True
jilavaofficial,city,Official city/community namespace variant.,claimable,faker_locale_ro_RO,68,True,True
jimbolia,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_ro_RO,70,True,True
jimboliaofficial,city,Official city/community namespace variant.,claimable,faker_locale_ro_RO,68,True,True
jimenezfort,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
jimenezfortofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
jirikov,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jirikovofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
jistebnice,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_cs_CZ,70,True,True
jistebniceofficial,city,Official city/community namespace variant.,claimable,faker_locale_cs_CZ,68,True,True
joakimhavn,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
joakimhavnofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
joannafort,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
joannafortofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
joannaport,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
joannaportofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
joannetown,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
joannetownofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jodhpur,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
jodhpurofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
jodiestad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
jodiestadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
jodistone,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
jodistoneofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
jodyborough,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
jodyboroughofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
joensuu,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fi_FI,70,True,True
joensuuofficial,city,Official city/community namespace variant.,claimable,faker_locale_fi_FI,68,True,True
johanfjord,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
johanfjordofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
johannessen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
johannessenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
johansen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
johansenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
johanvag,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
johanvagofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
johnathantown,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
johnathantownofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
johnberg,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_CA,70,True,True
johnbergofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_CA,68,True,True
johnburgh,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
johnburghofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
johnhamn,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
johnhamnofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
johnhaven,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
johnhavenofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
johnmouth,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
johnmouthofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
johnport,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
johnportofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
johnsen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
